d_pres_fav,r_pres_fav,vt_pres_2,vt_pres_4,vt_sen,vt_gov,likely,scale,partyid,sample,phoneuse,gender,educ,hisp,cuban,race,age,racer,turnout_score,turnout_class,region,rvweight,likelyyn,lvweight,file_race,file_party,file_county,file_age,state,poll,poll_id,file_vt16,file_vt14,file_vt12
Unfavorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Katie McGinty, the Democrat",,Almost certain,Ten (definitely will vote),Democrat,Landline,Landline and Cell Phone,Female,Bachelors' degree,No,,Caucasian/White,46,Caucasian/White,0.990477,High,Northeast,0.948197305202484,,0.943682463733763,White,Democratic,Luzerne,46,Pennsylvania,October,Pennsylvania October,1,1,1
Favorable,Unfavorable,"Hillary Clinton, the Democrat",[DO NOT READ] Don't know/No opinion,[DO NOT READ] Don't know/No opinion,,Somewhat likely,Five,Democrat,Landline,Landline and Cell Phone,Female,High school,Yes,,Caucasian/White,57,Hispanic/Latino,0.921657,High,Philadelphia,0.655949354171753,,0.302280156958938,Hispanic,Democratic,Philadelphia,57,Pennsylvania,October,Pennsylvania October,1,1,1
Favorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Katie McGinty, the Democrat",,Almost certain,Ten (definitely will vote),Democrat,Landline,Landline and Cell Phone,Female,High school,No,,Caucasian/White,63,Caucasian/White,0.924268,High,West,1.03529047966003,,0.996088170357227,White,Democratic,Allegheny,63,Pennsylvania,October,Pennsylvania October,1,0,1
Favorable,Unfavorable,[DO NOT READ] Don't know/No opinion,[DO NOT READ] Don't know/No opinion,[DO NOT READ] Don't know/No opinion,,Almost certain,Ten (definitely will vote),[DO NOT READ] Refused,Landline,Landline and Cell Phone,Female,Some college or trade school,No,,Caucasian/White,61,Caucasian/White,0.958987,High,Southeast,1.03105163574219,,1.00990837537384,White,Republican,Dauphin,61,Pennsylvania,October,Pennsylvania October,1,1,1
Unfavorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Pat Toomey, the Republican",,Almost certain,Ten (definitely will vote),Republican,Landline,Landline and Cell Phone,Female,Graduate or Professional degree,No,,Caucasian/White,38,Caucasian/White,0.855432,Middle,Central,0.996354699134827,,0.924334196062565,White,Republican,Franklin,38,Pennsylvania,October,Pennsylvania October,1,1,0
Favorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat",[DO NOT READ] Won't vote,,Almost certain,Ten (definitely will vote),Democrat,Landline,Landline and Cell Phone,Female,Bachelors' degree,No,,Caucasian/White,52,Caucasian/White,0.990477,High,Central,0.920438945293427,,0.916056275255412,White,Democratic,Blair,52,Pennsylvania,October,Pennsylvania October,1,1,1
Unfavorable,Favorable,"Donald Trump, the Republican","Donald Trump, the Republican","Pat Toomey, the Republican",,Almost certain,Ten (definitely will vote),Republican,Landline,Landline and Cell Phone,Female,Some college or trade school,No,,Caucasian/White,57,Caucasian/White,0.98961,High,Southeast,1.11869144439697,,1.11287984234333,Hispanic,Republican,Cumberland,57,Pennsylvania,October,Pennsylvania October,1,1,1
Favorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Katie McGinty, the Democrat",,Almost certain,Ten (definitely will vote),Democrat,Cell,Landline and Cell Phone,Female,Some college or trade school,No,,Caucasian/White,65,Caucasian/White,0.683187,Middle,Southeast,1.14672982692719,,0.965080368598044,White,Democratic,York,65,Pennsylvania,October,Pennsylvania October,1,0,1
Favorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Katie McGinty, the Democrat",,Almost certain,Ten (definitely will vote),Democrat,Landline,Landline and Cell Phone,Female,Bachelors' degree,No,,Caucasian/White,44,Caucasian/White,0.981434,High,Southeast,1.1453709602356,,1.13473848161173,White,Democratic,Cumberland,44,Pennsylvania,October,Pennsylvania October,1,1,1
Unfavorable,Favorable,"Donald Trump, the Republican","Donald Trump, the Republican","Katie McGinty, the Democrat",,Almost certain,Ten (definitely will vote),Republican,Cell,Landline and Cell Phone,Female,Graduate or Professional degree,No,,Caucasian/White,80,Caucasian/White,0.986434,High,Northeast,1.05744230747223,,1.05026967630064,Unknown,Republican,Luzerne,80,Pennsylvania,October,Pennsylvania October,1,1,1
Favorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Katie McGinty, the Democrat",,Not at all likely,One (definitely will NOT vote),Democrat,Landline,Landline and Cell Phone,Female,Some college or trade school,No,,Caucasian/White,41,Caucasian/White,0.739193,Middle,Northeast,1.44410860538483,,0.533737486170113,Other,Democratic,Luzerne,41,Pennsylvania,October,Pennsylvania October,0,0,0
Favorable,Favorable,"Donald Trump, the Republican","Donald Trump, the Republican","Pat Toomey, the Republican",,Almost certain,Ten (definitely will vote),Republican,Landline,Landline and Cell Phone,Female,Graduate or Professional degree,No,,Caucasian/White,73,Caucasian/White,0.990945,High,Southeast,1.12565398216248,,1.12055758375823,White,Republican,Dauphin,73,Pennsylvania,October,Pennsylvania October,1,1,1
Unfavorable,Favorable,"Donald Trump, the Republican","Donald Trump, the Republican","Pat Toomey, the Republican",,Almost certain,Ten (definitely will vote),Republican,Cell,Cell Phone only,Female,Bachelors' degree,No,,Caucasian/White,23,Caucasian/White,0.672072,Middle,West,0.996478080749512,,0.833091548717499,Unknown,Republican,Westmoreland,23,Pennsylvania,October,Pennsylvania October,1,0,0
Favorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Katie McGinty, the Democrat",,Almost certain,Ten (definitely will vote),Democrat,Landline,Landline and Cell Phone,Female,Graduate or Professional degree,No,,Caucasian/White,79,Caucasian/White,0.880736,High,Philadelphia Suburbs,1.29099893569946,,1.21401408716583,White,Democratic,Chester,79,Pennsylvania,October,Pennsylvania October,1,0,1
Favorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Katie McGinty, the Democrat",,Almost certain,Ten (definitely will vote),Democrat,Landline,Landline and Cell Phone,Female,Some college or trade school,No,,Caucasian/White,32,Caucasian/White,0.682379,Middle,West,1.13740360736847,,0.956771971780479,White,Democratic,Washington,32,Pennsylvania,October,Pennsylvania October,1,0,0
Favorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Katie McGinty, the Democrat",,Almost certain,Ten (definitely will vote),Democrat,Landline,Landline and Cell Phone,Female,Graduate or Professional degree,No,,Caucasian/White,43,Caucasian/White,0.987461,High,West,1.17479348182678,,1.16742811409247,Unknown,Democratic,Allegheny,43,Pennsylvania,October,Pennsylvania October,1,1,1
Unfavorable,Unfavorable,[DO NOT READ] Someone else (specify),[DO NOT READ] Someone else (specify),[DO NOT READ] Don't know/No opinion,,Almost certain,Ten (definitely will vote),Democrat,Landline,Landline and Cell Phone,Female,Bachelors' degree,No,,Caucasian/White,49,Caucasian/White,0.979918,High,Northeast,0.948197305202484,,0.938676456060946,White,Democratic,Susquehanna,49,Pennsylvania,October,Pennsylvania October,1,1,1
Favorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Katie McGinty, the Democrat",,Almost certain,Ten (definitely will vote),Democrat,Cell,Cell Phone only,Female,Graduate or Professional degree,No,,Caucasian/White,33,Caucasian/White,0.569488,Middle,Philadelphia,0.664192199707031,,0.521220843566895,White,Democratic,Philadelphia,33,Pennsylvania,October,Pennsylvania October,1,0,1
Favorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Katie McGinty, the Democrat",,Somewhat likely,Ten (definitely will vote),Democrat,Landline,Landline and Cell Phone,Female,High school,No,,Caucasian/White,63,Caucasian/White,0.987067,High,West,1.03529047966003,,0.510950533943295,White,Democratic,Allegheny,63,Pennsylvania,October,Pennsylvania October,1,1,1
Favorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Katie McGinty, the Democrat",,Very likely,Ten (definitely will vote),Democrat,Landline,Landline only,Female,Some college or trade school,No,,Caucasian/White,65,Caucasian/White,0.27385,Low,Philadelphia Suburbs,1.14518332481384,,0.729395889157057,White,Democratic,Bucks,65,Pennsylvania,October,Pennsylvania October,1,0,0
Favorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Katie McGinty, the Democrat",,Very likely,Ten (definitely will vote),Democrat,Cell,Cell Phone only,Female,Some college or trade school,No,,Caucasian/White,21,Caucasian/White,0.801462,Middle,West,1.01135241985321,,0.910956476486802,Unknown,Democratic,Allegheny,21,Pennsylvania,October,Pennsylvania October,1,0,0
Favorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Katie McGinty, the Democrat",,Almost certain,Ten (definitely will vote),Democrat,Landline,Landline only,Female,Some college or trade school,No,,Caucasian/White,80,Caucasian/White,0.980352,High,Southeast,1.14245700836182,,1.13123351071167,White,Democratic,Dauphin,80,Pennsylvania,October,Pennsylvania October,1,1,1
Unfavorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Pat Toomey, the Republican",,Almost certain,Seven,Republican,Cell,Cell Phone only,Female,Bachelors' degree,No,,Caucasian/White,29,Caucasian/White,0.260495,Low,Philadelphia,0.514250576496124,,0.0669798519621789,Unknown,Republican,Philadelphia,29,Pennsylvania,October,Pennsylvania October,0,0,0
Favorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Katie McGinty, the Democrat",,Almost certain,Ten (definitely will vote),Democrat,Landline,Landline and Cell Phone,Female,Graduate or Professional degree,No,,Caucasian/White,48,Caucasian/White,0.912425,High,Northeast,0.948197305202484,,0.90667811570093,White,Democratic,Luzerne,48,Pennsylvania,October,Pennsylvania October,1,0,1
Unfavorable,Favorable,"Donald Trump, the Republican","Donald Trump, the Republican","Pat Toomey, the Republican",,Almost certain,Ten (definitely will vote),Independent (No party),Cell,Landline and Cell Phone,Female,Some college or trade school,No,,Caucasian/White,21,Caucasian/White,0.729172,Middle,West,0.961170494556427,,0.831014553206563,White,Republican,Butler,21,Pennsylvania,October,Pennsylvania October,1,0,0
Favorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Katie McGinty, the Democrat",,Almost certain,Ten (definitely will vote),Democrat,Landline,Landline and Cell Phone,Female,Some college or trade school,No,,Caucasian/White,69,Caucasian/White,0.983639,High,Southeast,1.14245700836182,,1.13311113880491,White,Democratic,Lehigh,69,Pennsylvania,October,Pennsylvania October,1,1,1
Unfavorable,Favorable,"Donald Trump, the Republican","Donald Trump, the Republican","Pat Toomey, the Republican",,Almost certain,Ten (definitely will vote),Republican,Cell,Cell Phone only,Female,Some college or trade school,No,,Caucasian/White,33,Caucasian/White,0.980758,High,Philadelphia Suburbs,1.27525722980499,,1.26298797999704,White,Republican,Montgomery,33,Pennsylvania,October,Pennsylvania October,1,1,1
Favorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Katie McGinty, the Democrat",,Almost certain,Ten (definitely will vote),Democrat,Landline,Landline and Cell Phone,Female,Bachelors' degree,No,,Caucasian/White,37,Caucasian/White,0.728702,Middle,Philadelphia Suburbs,1.2991338968277,,1.12290768285692,White,Democratic,Bucks,37,Pennsylvania,October,Pennsylvania October,1,0,0
Unfavorable,Favorable,"Donald Trump, the Republican","Donald Trump, the Republican","Pat Toomey, the Republican",,Very likely,Nine,Republican,Landline,Landline only,Female,High school,No,,Caucasian/White,78,Caucasian/White,0.223604,Low,West,0.987874090671539,,0.604383344421029,White,Republican,Westmoreland,78,Pennsylvania,October,Pennsylvania October,0,0,0
Unfavorable,Favorable,"Donald Trump, the Republican","Donald Trump, the Republican","Pat Toomey, the Republican",,Almost certain,Ten (definitely will vote),Republican,Landline,Landline only,Female,Some college or trade school,No,,Caucasian/White,86,Caucasian/White,0.976599,High,Northeast,1.05744230747223,,1.04506970375365,Unknown,Republican,Luzerne,86,Pennsylvania,October,Pennsylvania October,1,1,1
Favorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Pat Toomey, the Republican",,Almost certain,Ten (definitely will vote),Republican,Landline,Landline and Cell Phone,Female,Bachelors' degree,No,,Caucasian/White,51,Caucasian/White,0.984871,High,West,1.02006375789642,,1.01234748559982,White,Republican,Venango,51,Pennsylvania,October,Pennsylvania October,1,1,1
Unfavorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Katie McGinty, the Democrat",,Very likely,Ten (definitely will vote),Democrat,Landline,Landline and Cell Phone,Female,High school,No,,Caucasian/White,53,Caucasian/White,0.26977,Low,Southeast,0.928246796131134,,0.589329967161715,White,Democratic,Dauphin,53,Pennsylvania,October,Pennsylvania October,1,0,0
Unfavorable,Favorable,"Donald Trump, the Republican","Donald Trump, the Republican","Katie McGinty, the Democrat",,Almost certain,Ten (definitely will vote),Democrat,Landline,Landline and Cell Phone,Female,High school,No,,Caucasian/White,68,Caucasian/White,0.984796,High,Northeast,1.03519904613495,,1.02732946298623,White,Democratic,Lackawanna,68,Pennsylvania,October,Pennsylvania October,1,1,1
Favorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Katie McGinty, the Democrat",,Very likely,Ten (definitely will vote),Democrat,Landline,Landline and Cell Phone,Female,Graduate or Professional degree,No,,Caucasian/White,45,Caucasian/White,0.826266,Middle,Southeast,1.0503556728363,,0.959114426604032,White,Democratic,Lehigh,45,Pennsylvania,October,Pennsylvania October,0,0,0
Unfavorable,Favorable,"Donald Trump, the Republican","Donald Trump, the Republican","Pat Toomey, the Republican",,Very likely,Ten (definitely will vote),Republican,Landline,Landline and Cell Phone,Female,Some college or trade school,No,,Caucasian/White,60,Caucasian/White,0.989625,High,Central,0.906900465488434,,0.902195919323713,White,Republican,Warren,60,Pennsylvania,October,Pennsylvania October,1,1,1
Favorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Katie McGinty, the Democrat",,Almost certain,Ten (definitely will vote),Democrat,Landline,Landline and Cell Phone,Female,High school,No,,Caucasian/White,64,Caucasian/White,0.99048,High,Northeast,0.948197305202484,,0.94368388602972,White,Democratic,Lackawanna,64,Pennsylvania,October,Pennsylvania October,1,1,1
Unfavorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Pat Toomey, the Republican",,Almost certain,Ten (definitely will vote),Republican,Cell,Cell Phone only,Female,Graduate or Professional degree,No,,Caucasian/White,44,Caucasian/White,0.983794,High,Philadelphia,0.651986300945282,,0.646703255948722,White,Republican,Philadelphia,44,Pennsylvania,October,Pennsylvania October,1,1,1
Unfavorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat",[DO NOT READ] Don't know/No opinion,,Not very likely,Four,Republican,Landline,Landline and Cell Phone,Female,Bachelors' degree,No,,Caucasian/White,27,Caucasian/White,0.212208,Low,Southeast,0.853215217590332,,0.0905295474472046,White,Other,Berks,27,Pennsylvania,October,Pennsylvania October,0,0,0
[DO NOT READ] Don't know/No opinion,[DO NOT READ] Don't know/No opinion,[DO NOT READ] Won't vote,"Gary Johnson, the Libertarian","Katie McGinty, the Democrat",,Very likely,Ten (definitely will vote),Democrat,Landline,Landline only,Female,High school,No,,Caucasian/White,0,Caucasian/White,0.954829,High,Philadelphia,0.660035014152527,,0.645127793340385,White,Democratic,Philadelphia,68,Pennsylvania,October,Pennsylvania October,1,1,1
Favorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Katie McGinty, the Democrat",,Very likely,Ten (definitely will vote),Democrat,Landline,Landline only,Female,Some college or trade school,No,,Caucasian/White,82,Caucasian/White,0.687998,Middle,West,1.1345100402832,,0.957525339488983,White,Democratic,Allegheny,82,Pennsylvania,October,Pennsylvania October,0,0,1
Favorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat",[DO NOT READ] Don't know/No opinion,,Almost certain,Ten (definitely will vote),Independent (No party),Cell,Cell Phone only,Female,Bachelors' degree,No,,Caucasian/White,30,Caucasian/White,0.70411,Middle,Philadelphia,0.664192199707031,,0.565928284721374,White,Democratic,Philadelphia,30,Pennsylvania,October,Pennsylvania October,1,0,0
[DO NOT READ] Don't know/No opinion,Favorable,"Donald Trump, the Republican","Donald Trump, the Republican","Pat Toomey, the Republican",,Almost certain,Ten (definitely will vote),Republican,Landline,Landline and Cell Phone,Female,High school,No,,Caucasian/White,47,Caucasian/White,0.989796,High,Philadelphia Suburbs,1.16510462760925,,1.15916026379919,White,Republican,Chester,57,Pennsylvania,October,Pennsylvania October,1,1,1
Unfavorable,Favorable,"Donald Trump, the Republican","Donald Trump, the Republican","Pat Toomey, the Republican",,Almost certain,Ten (definitely will vote),Republican,Landline,Landline and Cell Phone,Female,High school,No,,Caucasian/White,78,Caucasian/White,0.98297,High,Northeast,1.0199738740921,,1.01128879655421,White,Republican,Lackawanna,78,Pennsylvania,October,Pennsylvania October,1,1,1
Favorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Katie McGinty, the Democrat",,Almost certain,Ten (definitely will vote),Democrat,Landline,Landline only,Female,Grade school,No,,Caucasian/White,79,Caucasian/White,0.583116,Middle,Southeast,1.14672982692719,,0.907703168342829,White,Democratic,Dauphin,79,Pennsylvania,October,Pennsylvania October,1,0,1
Unfavorable,Favorable,"Donald Trump, the Republican","Donald Trump, the Republican","Pat Toomey, the Republican",,Almost certain,Ten (definitely will vote),Republican,Landline,Landline only,Female,Graduate or Professional degree,No,,Caucasian/White,76,Caucasian/White,0.98297,High,West,1.11365818977356,,1.10417539028764,White,Republican,Allegheny,76,Pennsylvania,October,Pennsylvania October,1,1,1
Unfavorable,Unfavorable,"Donald Trump, the Republican","Donald Trump, the Republican","Pat Toomey, the Republican",,Very likely,Ten (definitely will vote),Independent (No party),Cell,Cell Phone only,Female,Bachelors' degree,No,,Caucasian/White,21,Caucasian/White,0.729172,Middle,Philadelphia,0.56127917766571,,0.485274119101286,White,Republican,Philadelphia,21,Pennsylvania,October,Pennsylvania October,1,0,0
Favorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Pat Toomey, the Republican",,Somewhat likely,Six,Independent (No party),Cell,Cell Phone only,Female,Some college or trade school,No,,Caucasian/White,25,Caucasian/White,0.610473,Middle,Southeast,0.965455234050751,,0.294692176548332,White,Other,Lehigh,25,Pennsylvania,October,Pennsylvania October,1,0,0
Unfavorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Katie McGinty, the Democrat",,Almost certain,Ten (definitely will vote),Democrat,Landline,Landline and Cell Phone,Female,Some college or trade school,No,,Caucasian/White,58,Caucasian/White,0.98257,High,Philadelphia Suburbs,1.18249619007111,,1.17219073577464,White,Democratic,Montgomery,58,Pennsylvania,October,Pennsylvania October,1,1,1
Unfavorable,Favorable,"Donald Trump, the Republican","Donald Trump, the Republican","Pat Toomey, the Republican",,Almost certain,Ten (definitely will vote),Republican,Landline,Landline only,Female,Some college or trade school,No,,Caucasian/White,77,Caucasian/White,0.978404,High,Philadelphia Suburbs,1.27201080322266,,1.25827563056946,White,Republican,Delaware,77,Pennsylvania,October,Pennsylvania October,1,1,1
Unfavorable,Favorable,"Donald Trump, the Republican","Donald Trump, the Republican","Pat Toomey, the Republican",,Almost certain,Ten (definitely will vote),Independent (No party),Cell,Landline and Cell Phone,Female,Graduate or Professional degree,No,,Caucasian/White,38,Caucasian/White,0.426442,Low,West,0.99039500951767,,0.706370519083202,White,Republican,Beaver,38,Pennsylvania,October,Pennsylvania October,1,0,0
Unfavorable,Favorable,"Donald Trump, the Republican","Donald Trump, the Republican","Pat Toomey, the Republican",,Almost certain,Ten (definitely will vote),[DO NOT READ] Refused,Landline,Landline only,Female,High school,No,,Caucasian/White,64,Caucasian/White,0.989796,High,Central,0.906900465488434,,0.902273459313512,White,Republican,Clarion,64,Pennsylvania,October,Pennsylvania October,1,1,1
Unfavorable,Unfavorable,"Donald Trump, the Republican","Gary Johnson, the Libertarian","Katie McGinty, the Democrat",,Almost certain,Ten (definitely will vote),Independent (No party),Cell,Cell Phone only,Female,Bachelors' degree,Yes,,Caucasian/White,29,Hispanic/Latino,0.65337,Middle,Philadelphia Suburbs,1.11422562599182,,0.92111361162304894,White,Democratic,Montgomery,29,Pennsylvania,October,Pennsylvania October,1,0,0
Unfavorable,[DO NOT READ] Don't know/No opinion,"Donald Trump, the Republican","Donald Trump, the Republican","Pat Toomey, the Republican",,Very likely,Ten (definitely will vote),Republican,Landline,Landline and Cell Phone,Female,Graduate or Professional degree,No,,Caucasian/White,83,Caucasian/White,0.982494,High,Southeast,1.12565398216248,,1.11580113285661,White,Republican,Lehigh,83,Pennsylvania,October,Pennsylvania October,1,1,1
Unfavorable,Favorable,"Donald Trump, the Republican","Donald Trump, the Republican","Pat Toomey, the Republican",,Almost certain,Ten (definitely will vote),Republican,Landline,Landline and Cell Phone,Female,Graduate or Professional degree,No,,Caucasian/White,63,Caucasian/White,0.989796,High,Philadelphia Suburbs,1.20790565013885,,1.20174291551185,Unknown,Republican,Bucks,63,Pennsylvania,October,Pennsylvania October,1,1,1
Unfavorable,Unfavorable,"Donald Trump, the Republican","Donald Trump, the Republican","Pat Toomey, the Republican",,Almost certain,Ten (definitely will vote),Republican,Landline,Landline and Cell Phone,Female,Some college or trade school,No,,Caucasian/White,58,Caucasian/White,0.991747,High,Philadelphia Suburbs,1.20790565013885,,1.20292122747356,Unknown,Republican,Chester,59,Pennsylvania,October,Pennsylvania October,1,1,1
Favorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Katie McGinty, the Democrat",,Almost certain,Ten (definitely will vote),Democrat,Cell,Cell Phone only,Female,Graduate or Professional degree,No,,Caucasian/White,57,Caucasian/White,0.990305,High,Philadelphia,0.604561746120453,,0.601631133056134,White,Democratic,Philadelphia,57,Pennsylvania,October,Pennsylvania October,1,0,0
Favorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Katie McGinty, the Democrat",,Very likely,Ten (definitely will vote),Democrat,Landline,Landline and Cell Phone,Female,Bachelors' degree,No,,Caucasian/White,59,Caucasian/White,0.99032,High,Southeast,1.04644155502319,,1.04137677789688,White,Democratic,Berks,59,Pennsylvania,October,Pennsylvania October,1,1,1
Favorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Katie McGinty, the Democrat",,Almost certain,Ten (definitely will vote),Democrat,Landline,Landline and Cell Phone,Female,Some college or trade school,No,,Caucasian/White,90,Caucasian/White,0.970445,High,Central,1.00489497184753,,0.990045136401057,White,Democratic,Franklin,90,Pennsylvania,October,Pennsylvania October,1,1,1
Favorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Katie McGinty, the Democrat",,Almost certain,Five,Independent (No party),Cell,Cell Phone only,Female,Grade school,No,,Caucasian/White,18,Caucasian/White,0.699785,Middle,West,0.975518882274628,,0.341326740516275,White,Democratic,Allegheny,18,Pennsylvania,October,Pennsylvania October,1,0,0
Unfavorable,Unfavorable,[DO NOT READ] Won't vote,[DO NOT READ] Don't know/No opinion,[DO NOT READ] Won't vote,,Almost certain,Ten (definitely will vote),Independent (No party),Cell,Cell Phone only,Female,Bachelors' degree,Yes,,Caucasian/White,47,Hispanic/Latino,0.708083,Middle,Philadelphia Suburbs,1.16215574741364,,0.992529237754762,White,Other,Bucks,47,Pennsylvania,October,Pennsylvania October,1,0,0
Unfavorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Katie McGinty, the Democrat",,Almost certain,Ten (definitely will vote),Independent (No party),Landline,Landline only,Female,High school,No,,Caucasian/White,74,Caucasian/White,0.937777,High,Southeast,1.11862134933472,,1.08381936122489,White,Other,Northampton,74,Pennsylvania,October,Pennsylvania October,1,1,1
Unfavorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat",[DO NOT READ] Don't know/No opinion,,Almost certain,Ten (definitely will vote),Independent (No party),Cell,Cell Phone only,Female,Bachelors' degree,No,,Caucasian/White,34,Caucasian/White,0.610473,Middle,Philadelphia,0.557772278785706,,0.449138597566426,White,Other,Philadelphia,24,Pennsylvania,October,Pennsylvania October,1,0,0
Unfavorable,Favorable,"Donald Trump, the Republican","Donald Trump, the Republican","Katie McGinty, the Democrat",,Almost certain,Ten (definitely will vote),Independent (No party),Landline,Landline and Cell Phone,Female,Some college or trade school,No,,Caucasian/White,61,Caucasian/White,0.99048,High,Southeast,1.04644155502319,,1.04146049322128,White,Democratic,Northampton,61,Pennsylvania,October,Pennsylvania October,1,1,1
Unfavorable,Favorable,"Donald Trump, the Republican","Donald Trump, the Republican","Pat Toomey, the Republican",,Very likely,Ten (definitely will vote),Republican,Landline,Landline only,Female,Some college or trade school,No,,Caucasian/White,77,Caucasian/White,0.982494,High,Southeast,1.12565398216248,,1.11580113285661,White,Republican,Schuylkill,77,Pennsylvania,October,Pennsylvania October,1,1,1
Unfavorable,Favorable,"Donald Trump, the Republican","Donald Trump, the Republican","Pat Toomey, the Republican",,Almost certain,Ten (definitely will vote),Republican,Landline,Landline and Cell Phone,Female,Some college or trade school,No,,Caucasian/White,59,Caucasian/White,0.988719,High,Northeast,0.934250891208649,,0.928981249056786,White,Republican,Monroe,59,Pennsylvania,October,Pennsylvania October,1,1,1
Favorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Katie McGinty, the Democrat",,Almost certain,Ten (definitely will vote),Democrat,Landline,Landline and Cell Phone,Female,Some college or trade school,No,,Caucasian/White,64,Caucasian/White,0.99032,High,Northeast,0.948197305202484,,0.943608030245304,White,Democratic,Wayne,64,Pennsylvania,October,Pennsylvania October,1,1,1
Favorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat",[DO NOT READ] Don't know/No opinion,,Almost certain,Ten (definitely will vote),Democrat,Cell,Cell Phone only,Female,Bachelors' degree,No,,Caucasian/White,41,Caucasian/White,0.936476,High,Northeast,1.03783977031708,,1.00487590353227,White,Democratic,Monroe,41,Pennsylvania,October,Pennsylvania October,1,0,1
Favorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Katie McGinty, the Democrat",,Very likely,Ten (definitely will vote),Democrat,Landline,Landline only,Female,High school,No,,Caucasian/White,77,Caucasian/White,0.904344,High,Philadelphia Suburbs,1.29099893569946,,1.22925303860283,White,Democratic,Bucks,77,Pennsylvania,October,Pennsylvania October,1,1,1
Unfavorable,Favorable,[DO NOT READ] Don't know/No opinion,[DO NOT READ] Don't know/No opinion,"Katie McGinty, the Democrat",,Almost certain,Eight,Independent (No party),Landline,Landline and Cell Phone,Female,[DO NOT READ] Refused,No,,Caucasian/White,0,Caucasian/White,0.991108,High,Northeast,1.0199738740921,,0.505452133201838,White,Republican,Lycoming,65,Pennsylvania,October,Pennsylvania October,1,1,1
Favorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Katie McGinty, the Democrat",,Almost certain,Ten (definitely will vote),Democrat,Cell,Cell Phone only,Female,Graduate or Professional degree,No,,Caucasian/White,34,Caucasian/White,0.984373,High,Central,1.00745868682861,,0.999586908379078,White,Democratic,Centre,34,Pennsylvania,October,Pennsylvania October,1,1,1
Unfavorable,Unfavorable,[DO NOT READ] Don't know/No opinion,"Jill Stein, the Green Party candidate",[DO NOT READ] Don't know/No opinion,,Almost certain,Ten (definitely will vote),or as a member of another political party,Landline,Landline and Cell Phone,Female,Bachelors' degree,No,,Caucasian/White,37,Caucasian/White,0.362472,Low,Philadelphia Suburbs,1.12415170669556,,0.765812612062454,White,Other,Montgomery,37,Pennsylvania,October,Pennsylvania October,1,0,0
