d_pres_fav,r_pres_fav,vt_pres_2,vt_pres_4,vt_sen,vt_gov,likely,scale,partyid,sample,phoneuse,gender,educ,hisp,cuban,race,age,racer,turnout_score,turnout_class,region,rvweight,likelyyn,lvweight,file_race,file_party,file_county,file_age,state,poll,poll_id,file_vt16,file_vt14,file_vt12
Favorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Katie McGinty, the Democrat",,Almost certain,Ten (definitely will vote),Republican,Cell,Landline and Cell Phone,Female,Graduate or Professional degree,No,,Caucasian/White,0,Caucasian/White,0.989064,High,West,1.11649978160858,,1.11039476080275,White,Republican,Allegheny,36,Pennsylvania,October,Pennsylvania October,0,0,0
Unfavorable,Unfavorable,"Donald Trump, the Republican","Gary Johnson, the Libertarian","Pat Toomey, the Republican",,Almost certain,Ten (definitely will vote),Democrat,Cell,Cell Phone only,Female,Graduate or Professional degree,No,,Caucasian/White,33,Caucasian/White,0.70411,Middle,Central,1.01122689247131,,0.861620929864645,White,Democratic,Clearfield,33,Pennsylvania,October,Pennsylvania October,1,0,0
Unfavorable,Favorable,"Donald Trump, the Republican","Donald Trump, the Republican","Pat Toomey, the Republican",,Almost certain,Ten (definitely will vote),Republican,Landline,Landline and Cell Phone,Female,High school,No,,Caucasian/White,63,Caucasian/White,0.264245,Low,Philadelphia Suburbs,1.02705323696136,,0.64922345978111,White,Other,Bucks,63,Pennsylvania,October,Pennsylvania October,1,0,0
Unfavorable,Favorable,"Donald Trump, the Republican","Donald Trump, the Republican","Pat Toomey, the Republican",,Almost certain,Ten (definitely will vote),Republican,Landline,Landline and Cell Phone,Female,Graduate or Professional degree,No,,Caucasian/White,52,Caucasian/White,0.989607,High,Southeast,1.03105163574219,,1.02569377591705,White,Republican,Northampton,54,Pennsylvania,October,Pennsylvania October,1,1,1
Favorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Katie McGinty, the Democrat",,Somewhat likely,Seven,Democrat,Cell,Cell Phone only,Female,Some college or trade school,No,,Caucasian/White,19,Caucasian/White,0.699785,Middle,Philadelphia Suburbs,1.15515768527985,,0.404181010396779,Unknown,Democratic,Delaware,19,Pennsylvania,October,Pennsylvania October,1,0,0
Favorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat",[DO NOT READ] Don't know/No opinion,,Almost certain,Ten (definitely will vote),Independent (No party),Cell,Cell Phone only,Female,High school,No,,Caucasian/White,18,Caucasian/White,0.673082,Middle,Southeast,0.965455234050751,,0.807642886948049,White,Other,York,18,Pennsylvania,October,Pennsylvania October,1,0,0
Unfavorable,Favorable,"Donald Trump, the Republican","Donald Trump, the Republican","Pat Toomey, the Republican",,Almost certain,Ten (definitely will vote),Republican,Landline,Landline only,Female,Some college or trade school,No,,Caucasian/White,68,Caucasian/White,0.734935,Middle,Northeast,1.02378857135773,,0.888103312524259,White,Republican,Bradford,68,Pennsylvania,October,Pennsylvania October,1,0,0
Unfavorable,Favorable,"Donald Trump, the Republican","Donald Trump, the Republican","Pat Toomey, the Republican",,Almost certain,Ten (definitely will vote),Republican,Landline,Landline and Cell Phone,Female,Some college or trade school,No,,Caucasian/White,62,Caucasian/White,0.956988,High,Central,0.906900465488434,,0.88739666407764,White,Republican,Cambria,62,Pennsylvania,October,Pennsylvania October,1,0,1
Unfavorable,Favorable,"Donald Trump, the Republican","Donald Trump, the Republican","Pat Toomey, the Republican",,Almost certain,Ten (definitely will vote),Republican,Landline,Landline and Cell Phone,Female,Bachelors' degree,No,,Caucasian/White,36,Caucasian/White,0.94225,High,Southeast,1.12852597236633,,1.09593978491426,White,Republican,York,36,Pennsylvania,October,Pennsylvania October,1,0,0
Unfavorable,Favorable,"Donald Trump, the Republican","Donald Trump, the Republican","Pat Toomey, the Republican",,Very likely,Ten (definitely will vote),Republican,Landline,Landline and Cell Phone,Female,Graduate or Professional degree,No,,Caucasian/White,49,Caucasian/White,0.983378,High,West,1.05753540992737,,1.04874623313546,Unknown,Republican,Erie,49,Pennsylvania,October,Pennsylvania October,1,1,1
Favorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Katie McGinty, the Democrat",,Almost certain,Ten (definitely will vote),Democrat,Cell,Cell Phone only,Female,Graduate or Professional degree,No,,Caucasian/White,32,Caucasian/White,0.541153,Middle,Philadelphia Suburbs,1.34685599803925,,1.03785558097309,Unknown,Democratic,Delaware,32,Pennsylvania,October,Pennsylvania October,1,0,0
Unfavorable,Favorable,"Donald Trump, the Republican","Donald Trump, the Republican","Pat Toomey, the Republican",,Almost certain,Ten (definitely will vote),Republican,Landline,Landline only,Female,High school,No,,Caucasian/White,70,Caucasian/White,0.273851,Low,Southeast,1.03519284725189,,0.659340721832335,Unknown,Republican,Berks,70,Pennsylvania,October,Pennsylvania October,1,0,0
Favorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Katie McGinty, the Democrat",,Almost certain,Ten (definitely will vote),Democrat,Landline,Landline and Cell Phone,Female,Bachelors' degree,No,,Caucasian/White,35,Caucasian/White,0.830752,Middle,Philadelphia Suburbs,1.2991338968277,,1.18919598994255,White,Democratic,Chester,35,Pennsylvania,October,Pennsylvania October,1,0,0
Unfavorable,Favorable,"Donald Trump, the Republican","Donald Trump, the Republican","Pat Toomey, the Republican",,Almost certain,Ten (definitely will vote),Republican,Landline,Landline only,Female,Graduate or Professional degree,No,,Caucasian/White,70,Caucasian/White,0.985804,High,Philadelphia Suburbs,1.27201080322266,,1.26298207054138,White,Republican,Delaware,70,Pennsylvania,October,Pennsylvania October,1,1,1
Favorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Katie McGinty, the Democrat",,Almost certain,Ten (definitely will vote),Democrat,Landline,Landline and Cell Phone,Female,Graduate or Professional degree,No,,Caucasian/White,55,Caucasian/White,0.991608,High,Southeast,1.03105163574219,,1.02672534307861,White,Republican,Lehigh,55,Pennsylvania,October,Pennsylvania October,1,1,1
Unfavorable,Favorable,"Donald Trump, the Republican","Donald Trump, the Republican","Pat Toomey, the Republican",,Not at all likely,Two,Democrat,Cell,Cell Phone only,Female,High school,No,,Caucasian/White,45,Caucasian/White,0.291771,Low,Central,0.816478073596954,,0.119112312005728,White,Democratic,Somerset,45,Pennsylvania,October,Pennsylvania October,0,0,0
Favorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Katie McGinty, the Democrat",,Almost certain,Nine,Democrat,Landline,Landline and Cell Phone,Female,High school,No,,Caucasian/White,58,Caucasian/White,0.566056,Middle,West,1.0391628742218,,0.813693627076149,White,Democratic,Fayette,58,Pennsylvania,October,Pennsylvania October,1,0,1
Favorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Katie McGinty, the Democrat",,Almost certain,Ten (definitely will vote),Democrat,Cell,Landline and Cell Phone,Female,High school,No,,Caucasian/White,19,Caucasian/White,0.801462,Middle,Central,0.867298781871796,,0.781202899094164,White,Democratic,Clarion,19,Pennsylvania,October,Pennsylvania October,1,0,0
Favorable,Favorable,[DO NOT READ] Don't know/No opinion,[DO NOT READ] Don't know/No opinion,[DO NOT READ] Don't know/No opinion,,Very likely,Ten (definitely will vote),Independent (No party),Landline,Landline only,Female,High school,No,,Caucasian/White,0,Caucasian/White,0.885898,High,Philadelphia Suburbs,1.27201080322266,,1.199441314888,White,Republican,Chester,87,Pennsylvania,October,Pennsylvania October,1,1,1
Unfavorable,Favorable,"Donald Trump, the Republican","Donald Trump, the Republican","Pat Toomey, the Republican",,Almost certain,Ten (definitely will vote),Republican,Landline,Landline and Cell Phone,Female,Some college or trade school,No,,Caucasian/White,27,Caucasian/White,0.291955,Low,Northeast,0.777971565723419,,0.5025521270971,White,Republican,Luzerne,27,Pennsylvania,October,Pennsylvania October,1,0,0
Favorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Katie McGinty, the Democrat",,Almost certain,Ten (definitely will vote),Democrat,Cell,Cell Phone only,Female,Bachelors' degree,No,,Caucasian/White,24,Caucasian/White,0.639553,Middle,Philadelphia Suburbs,1.11422562599182,,0.913415983885884,White,Democratic,Montgomery,24,Pennsylvania,October,Pennsylvania October,1,0,0
Unfavorable,Favorable,"Donald Trump, the Republican","Donald Trump, the Republican","Pat Toomey, the Republican",,Almost certain,Ten (definitely will vote),Republican,Landline,Landline and Cell Phone,Female,High school,No,,Caucasian/White,73,Caucasian/White,0.303428,Low,Central,0.878281950950623,,0.572388643381834,White,Republican,Cambria,73,Pennsylvania,October,Pennsylvania October,1,0,0
Favorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Katie McGinty, the Democrat",,Almost certain,Ten (definitely will vote),Democrat,Cell,Cell Phone only,Female,Bachelors' degree,No,,Caucasian/White,33,Caucasian/White,0.892569,High,Philadelphia,0.661717414855957,,0.626172933058262,White,Democratic,Philadelphia,33,Pennsylvania,October,Pennsylvania October,1,0,1
Unfavorable,Favorable,"Donald Trump, the Republican","Donald Trump, the Republican","Pat Toomey, the Republican",,Almost certain,Ten (definitely will vote),Republican,Landline,Cell Phone only,Female,Graduate or Professional degree,No,,Caucasian/White,76,Caucasian/White,0.933988,High,West,1.11365818977356,,1.07690078756189,White,Republican,Allegheny,76,Pennsylvania,October,Pennsylvania October,1,1,1
Favorable,Favorable,"Hillary Clinton, the Democrat","Donald Trump, the Republican","Pat Toomey, the Republican",,Almost certain,One (definitely will NOT vote),Republican,Landline,Landline and Cell Phone,Female,Grade school,Yes,,Caucasian/White,0,Hispanic/Latino,0.729172,Middle,Philadelphia Suburbs,1.13816821575165,,0.41496019710803,Unknown,Republican,Chester,19,Pennsylvania,October,Pennsylvania October,0,0,0
Favorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Katie McGinty, the Democrat",,Almost certain,Ten (definitely will vote),or as a member of another political party,Cell,Landline and Cell Phone,Female,Some college or trade school,No,,Caucasian/White,40,Caucasian/White,0.772978,Middle,Southeast,1.14965510368347,,1.01915660320926,White,Democratic,Carbon,40,Pennsylvania,October,Pennsylvania October,1,0,1
Unfavorable,Favorable,"Donald Trump, the Republican","Donald Trump, the Republican","Pat Toomey, the Republican",,Almost certain,Ten (definitely will vote),Democrat,Landline,Landline only,Female,High school,No,,Caucasian/White,63,Caucasian/White,0.9877,High,West,1.03529047966003,,1.02892344321013,White,Democratic,Beaver,63,Pennsylvania,October,Pennsylvania October,1,1,1
Unfavorable,Unfavorable,"Donald Trump, the Republican","Donald Trump, the Republican","Pat Toomey, the Republican",,Almost certain,Ten (definitely will vote),Republican,Landline,Landline and Cell Phone,Female,Bachelors' degree,No,,Caucasian/White,26,Caucasian/White,0.901916,High,Southeast,0.967904984951019,,0.920436988679051,White,Republican,York,26,Pennsylvania,October,Pennsylvania October,1,0,1
Favorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Katie McGinty, the Democrat",,Almost certain,Ten (definitely will vote),Democrat,Landline,Landline and Cell Phone,Female,Some college or trade school,No,,Caucasian/White,54,Caucasian/White,0.990303,High,Philadelphia Suburbs,1.35184574127197,,1.34529131719542,Black,Democratic,Montgomery,54,Pennsylvania,October,Pennsylvania October,1,1,1
Unfavorable,Favorable,"Donald Trump, the Republican","Donald Trump, the Republican","Pat Toomey, the Republican",,Almost certain,Ten (definitely will vote),Democrat,Landline,Landline only,Female,High school,No,,Caucasian/White,79,Caucasian/White,0.979834,High,Southeast,1.14245700836182,,1.1309376143465,White,Democratic,Lehigh,79,Pennsylvania,October,Pennsylvania October,1,1,1
Unfavorable,Favorable,"Donald Trump, the Republican","Donald Trump, the Republican","Pat Toomey, the Republican",,Almost certain,Ten (definitely will vote),Independent (No party),Landline,Landline and Cell Phone,Female,High school,No,,Caucasian/White,77,Caucasian/White,0.981494,High,West,1.11365818977356,,1.10335351054358,White,Republican,Erie,77,Pennsylvania,October,Pennsylvania October,1,1,1
Unfavorable,Favorable,"Donald Trump, the Republican","Donald Trump, the Republican","Katie McGinty, the Democrat",,Almost certain,Ten (definitely will vote),Democrat,Landline,Landline only,Female,Bachelors' degree,No,,Caucasian/White,64,Caucasian/White,0.99048,High,West,1.07332062721252,,1.06821162102699,Unknown,Democratic,Westmoreland,64,Pennsylvania,October,Pennsylvania October,1,1,1
Unfavorable,Favorable,"Donald Trump, the Republican","Donald Trump, the Republican","Pat Toomey, the Republican",,Almost certain,Ten (definitely will vote),Republican,Landline,Landline and Cell Phone,Female,Some college or trade school,No,,Caucasian/White,38,Caucasian/White,0.95614,High,West,1.15751457214355,,1.13213027757645,Unknown,Republican,Allegheny,38,Pennsylvania,October,Pennsylvania October,1,1,1
Unfavorable,Favorable,"Donald Trump, the Republican","Donald Trump, the Republican","Pat Toomey, the Republican",,Almost certain,Ten (definitely will vote),Independent (No party),Landline,Landline and Cell Phone,Female,Some college or trade school,No,,Caucasian/White,26,Caucasian/White,0.930609,High,Central,0.846039414405823,,0.816685653903305,White,Other,Juniata,26,Pennsylvania,October,Pennsylvania October,1,1,1
Unfavorable,Unfavorable,[DO NOT READ] Won't vote,"Jill Stein, the Green Party candidate","Pat Toomey, the Republican",,Very likely,Ten (definitely will vote),Republican,Cell,Landline and Cell Phone,Female,Graduate or Professional degree,No,,Caucasian/White,65,Caucasian/White,0.955209,High,Southeast,1.12565398216248,,1.10044439840496,White,Republican,Schuylkill,65,Pennsylvania,October,Pennsylvania October,1,1,1
Unfavorable,Favorable,"Donald Trump, the Republican","Donald Trump, the Republican","Pat Toomey, the Republican",,Almost certain,Ten (definitely will vote),Republican,Landline,Landline and Cell Phone,Female,Some college or trade school,No,,Caucasian/White,42,Caucasian/White,0.730542,Middle,Southeast,1.22903227806091,,1.06344598827004,Hispanic,Republican,Lehigh,42,Pennsylvania,October,Pennsylvania October,1,0,1
Favorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Katie McGinty, the Democrat",,Very likely,Ten (definitely will vote),Democrat,Cell,Cell Phone only,Female,Bachelors' degree,No,,Caucasian/White,49,Caucasian/White,0.26977,Low,Southeast,0.928246796131134,,0.589329967161715,White,Democratic,Cumberland,49,Pennsylvania,October,Pennsylvania October,1,0,0
Favorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Katie McGinty, the Democrat",,Almost certain,Ten (definitely will vote),Independent (No party),Landline,Landline and Cell Phone,Female,Bachelors' degree,No,,Caucasian/White,63,Caucasian/White,0.99048,High,Philadelphia,0.604561746120453,,0.60168403220892,White,Democratic,Philadelphia,63,Pennsylvania,October,Pennsylvania October,1,1,1
Favorable,Unfavorable,[DO NOT READ] Don't know/No opinion,[DO NOT READ] Don't know/No opinion,[DO NOT READ] Won't vote,,Somewhat likely,Five,Democrat,Landline,Landline and Cell Phone,Female,High school,No,,Caucasian/White,71,Caucasian/White,0.946994,High,West,1.13028168678284,,0.535184987846613,White,Democratic,Erie,71,Pennsylvania,October,Pennsylvania October,1,0,1
Favorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Katie McGinty, the Democrat",,Almost certain,Ten (definitely will vote),Democrat,Landline,Landline and Cell Phone,Female,Some college or trade school,No,,Caucasian/White,52,Caucasian/White,0.385487,Low,Northeast,0.841099560260773,,0.582666253223509,White,Democratic,Lackawanna,52,Pennsylvania,October,Pennsylvania October,0,0,0
Unfavorable,Favorable,"Donald Trump, the Republican","Donald Trump, the Republican","Pat Toomey, the Republican",,Almost certain,Ten (definitely will vote),Republican,Cell,Landline and Cell Phone,Female,Some college or trade school,No,,Caucasian/White,26,Caucasian/White,0.689095,Middle,West,0.961170494556427,,0.811754138251394,White,Republican,Lawrence,26,Pennsylvania,October,Pennsylvania October,1,0,1
Unfavorable,Unfavorable,"Donald Trump, the Republican","Donald Trump, the Republican","Katie McGinty, the Democrat",,Very likely,Ten (definitely will vote),Democrat,Landline,Landline and Cell Phone,Female,Some college or trade school,No,,Caucasian/White,63,Caucasian/White,0.988036,High,Central,0.920438945293427,,0.914932879522681,White,Democratic,Blair,63,Pennsylvania,October,Pennsylvania October,1,1,1
Unfavorable,[DO NOT READ] Don't know/No opinion,"Donald Trump, the Republican","Jill Stein, the Green Party candidate","Katie McGinty, the Democrat",,Somewhat likely,Seven,Democrat,Cell,Cell Phone only,Female,Bachelors' degree,No,,Caucasian/White,38,Caucasian/White,0.695631,Middle,Philadelphia Suburbs,1.2991338968277,,0.451858905892074,White,Democratic,Delaware,38,Pennsylvania,October,Pennsylvania October,1,0,0
Favorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Katie McGinty, the Democrat",,Almost certain,Ten (definitely will vote),Democrat,Landline,Landline and Cell Phone,Female,Some college or trade school,No,,Caucasian/White,44,Caucasian/White,0.94225,High,West,1.17479348182678,,1.14087132003903,Unknown,Democratic,Butler,44,Pennsylvania,October,Pennsylvania October,1,0,1
Unfavorable,Favorable,"Donald Trump, the Republican","Donald Trump, the Republican",[DO NOT READ] Won't vote,,Almost certain,Ten (definitely will vote),Republican,Cell,Cell Phone only,Female,Bachelors' degree,No,,Caucasian/White,49,Caucasian/White,0.764578,Middle,West,1.02387869358063,,0.903356908680558,White,Republican,Westmoreland,49,Pennsylvania,October,Pennsylvania October,1,0,0
Unfavorable,Unfavorable,[DO NOT READ] Don't know/No opinion,[DO NOT READ] Don't know/No opinion,"Pat Toomey, the Republican",,Almost certain,Ten (definitely will vote),Republican,Landline,Landline and Cell Phone,Female,Graduate or Professional degree,No,,Caucasian/White,63,Caucasian/White,0.991608,High,Philadelphia Suburbs,1.16510462760925,,1.1602158485918,White,Republican,Bucks,63,Pennsylvania,October,Pennsylvania October,1,1,1
Favorable,Unfavorable,"Hillary Clinton, the Democrat",[DO NOT READ] Don't know/No opinion,"Katie McGinty, the Democrat",,Almost certain,Ten (definitely will vote),Democrat,Landline,Landline and Cell Phone,Female,Bachelors' degree,No,,Caucasian/White,52,Caucasian/White,0.990318,High,West,1.03529047966003,,1.030278638448,White,Democratic,Allegheny,52,Pennsylvania,October,Pennsylvania October,1,1,1
Unfavorable,Favorable,"Donald Trump, the Republican","Donald Trump, the Republican","Pat Toomey, the Republican",,Almost certain,Ten (definitely will vote),Independent (No party),Landline,Landline and Cell Phone,Female,High school,No,,Caucasian/White,60,Caucasian/White,0.946187,High,West,1.01369094848633,,0.986416072980881,White,Other,Washington,60,Pennsylvania,October,Pennsylvania October,1,1,1
Unfavorable,Favorable,"Donald Trump, the Republican","Donald Trump, the Republican","Pat Toomey, the Republican",,Almost certain,Ten (definitely will vote),Independent (No party),Landline,Landline and Cell Phone,Female,Some college or trade school,No,,Caucasian/White,43,Caucasian/White,0.794295,Middle,West,1.13740360736847,,1.0204188028416,White,Democratic,Allegheny,43,Pennsylvania,October,Pennsylvania October,1,0,1
Unfavorable,Favorable,"Donald Trump, the Republican","Donald Trump, the Republican","Pat Toomey, the Republican",,Almost certain,Ten (definitely will vote),Republican,Landline,Landline and Cell Phone,Female,Some college or trade school,No,,Caucasian/White,83,Caucasian/White,0.916108,High,Philadelphia Suburbs,1.27201080322266,,1.21865503807068,White,Republican,Bucks,83,Pennsylvania,October,Pennsylvania October,1,1,1
Favorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat",[DO NOT READ] Don't know/No opinion,,Very likely,Ten (definitely will vote),Democrat,Landline,Landline and Cell Phone,Female,High school,No,,Caucasian/White,54,Caucasian/White,0.260325,Low,Philadelphia Suburbs,1.04893910884857,,0.661002091179788,White,Democratic,Montgomery,54,Pennsylvania,October,Pennsylvania October,0,0,0
Unfavorable,Unfavorable,[DO NOT READ] Don't know/No opinion,[DO NOT READ] Don't know/No opinion,"Pat Toomey, the Republican",,Very likely,Nine,Republican,Landline,Landline and Cell Phone,Female,Some college or trade school,No,,Caucasian/White,53,Caucasian/White,0.43909,Low,Northeast,0.828728139400482,,0.59630718906492,White,Republican,Monroe,53,Pennsylvania,October,Pennsylvania October,1,0,0
Favorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat",[DO NOT READ] Don't know/No opinion,,Almost certain,Ten (definitely will vote),Democrat,Landline,Landline and Cell Phone,Female,High school,No,,Caucasian/White,68,Caucasian/White,0.929831,High,Southeast,1.14245700836182,,1.10237447545195,White,Democratic,Northampton,68,Pennsylvania,October,Pennsylvania October,1,0,1
Unfavorable,Favorable,"Donald Trump, the Republican","Donald Trump, the Republican","Pat Toomey, the Republican",,Almost certain,Ten (definitely will vote),Republican,Landline,Landline and Cell Phone,Female,Some college or trade school,No,,Caucasian/White,73,Caucasian/White,0.955922,High,Southeast,1.12565398216248,,1.1008456940496,White,Republican,York,73,Pennsylvania,October,Pennsylvania October,1,1,1
[DO NOT READ] Don't know/No opinion,[DO NOT READ] Don't know/No opinion,[DO NOT READ] Won't vote,"Gary Johnson, the Libertarian",[DO NOT READ] Won't vote,,Almost certain,Three,Independent (No party),Landline,Landline and Cell Phone,Female,Some college or trade school,No,,Caucasian/White,59,Caucasian/White,0.715569,Middle,West,1.0391628742218,,0.37179636937201,White,Democratic,Allegheny,59,Pennsylvania,October,Pennsylvania October,1,0,1
Unfavorable,Favorable,"Donald Trump, the Republican","Donald Trump, the Republican","Pat Toomey, the Republican",,Almost certain,Ten (definitely will vote),Republican,Landline,Landline only,Female,High school,No,,Caucasian/White,63,Caucasian/White,0.926005,High,Northeast,1.29512178897858,,1.2472055205908399,Other,Republican,Lackawanna,63,Pennsylvania,October,Pennsylvania October,1,1,1
Unfavorable,Favorable,"Donald Trump, the Republican","Donald Trump, the Republican","Pat Toomey, the Republican",,Almost certain,Ten (definitely will vote),Republican,Landline,Landline and Cell Phone,Female,Graduate or Professional degree,No,,Caucasian/White,44,Caucasian/White,0.989927,High,Central,0.992643177509308,,0.987643730145782,White,Republican,Mifflin,44,Pennsylvania,October,Pennsylvania October,1,1,1
Favorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Katie McGinty, the Democrat",,Very likely,Ten (definitely will vote),Democrat,Cell,Cell Phone only,Female,Graduate or Professional degree,No,,Caucasian/White,35,Caucasian/White,0.949957,High,Philadelphia Suburbs,1.29429411888123,,1.26190893858564,White,Democratic,Delaware,35,Pennsylvania,October,Pennsylvania October,1,1,1
[DO NOT READ] Don't know/No opinion,[DO NOT READ] Don't know/No opinion,[DO NOT READ] Don't know/No opinion,[DO NOT READ] Don't know/No opinion,[DO NOT READ] Don't know/No opinion,,Almost certain,Ten (definitely will vote),Independent (No party),Cell,Cell Phone only,Female,Some college or trade school,No,,Caucasian/White,55,Caucasian/White,0.812117,Middle,Philadelphia Suburbs,1.16946244239807,,1.05960138636553,White,Republican,Delaware,55,Pennsylvania,October,Pennsylvania October,1,0,1
Favorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Katie McGinty, the Democrat",,Almost certain,Ten (definitely will vote),Democrat,Cell,Cell Phone only,Female,Graduate or Professional degree,No,,Caucasian/White,46,Caucasian/White,0.98643,High,West,1.03529047966003,,1.02826603375554,White,Democratic,Allegheny,46,Pennsylvania,October,Pennsylvania October,1,1,1
Unfavorable,Favorable,"Donald Trump, the Republican","Donald Trump, the Republican","Pat Toomey, the Republican",,Very likely,Ten (definitely will vote),Republican,Landline,Landline and Cell Phone,Female,Some college or trade school,No,,Caucasian/White,46,Caucasian/White,0.728623,Middle,Southeast,1.03490841388702,,0.894483243569315,White,Republican,Schuylkill,46,Pennsylvania,October,Pennsylvania October,1,0,1
Favorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Katie McGinty, the Democrat",,Almost certain,Ten (definitely will vote),Democrat,Landline,Landline and Cell Phone,Female,High school,No,,Caucasian/White,55,Caucasian/White,0.946814,High,Northeast,0.983029365539551,,0.956887665621758,Unknown,Democratic,Luzerne,55,Pennsylvania,October,Pennsylvania October,1,0,1
Unfavorable,Favorable,"Donald Trump, the Republican","Donald Trump, the Republican","Pat Toomey, the Republican",,Almost certain,Ten (definitely will vote),Republican,Landline,Landline and Cell Phone,Female,Some college or trade school,No,,Caucasian/White,53,Caucasian/White,0.989796,High,Philadelphia Suburbs,1.16510462760925,,1.15916026379919,White,Republican,Montgomery,55,Pennsylvania,October,Pennsylvania October,1,1,1
Unfavorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Pat Toomey, the Republican",,Very likely,Ten (definitely will vote),Independent (No party),Cell,Cell Phone only,Female,High school,No,,Caucasian/White,22,Caucasian/White,0.465584,Low,Central,0.750480771064758,,0.549946305190086,White,Other,Centre,22,Pennsylvania,October,Pennsylvania October,1,0,0
Favorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Katie McGinty, the Democrat",,Somewhat likely,Eight,Democrat,Cell,Landline and Cell Phone,Female,Some college or trade school,No,,Caucasian/White,35,Caucasian/White,0.391614,Low,Southeast,1.01600289344788,,0.198940478557348,White,Democratic,Cumberland,35,Pennsylvania,October,Pennsylvania October,1,0,0
Favorable,Unfavorable,"Hillary Clinton, the Democrat",[DO NOT READ] Don't know/No opinion,"Katie McGinty, the Democrat",,Somewhat likely,Ten (definitely will vote),Democrat,Landline,Landline and Cell Phone,Female,Some college or trade school,No,,Caucasian/White,62,Caucasian/White,0.698034,Middle,Southeast,1.0503556728363,,0.366591985866308,White,Democratic,Lancaster,62,Pennsylvania,October,Pennsylvania October,0,0,1
Favorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Katie McGinty, the Democrat",,Very likely,Ten (definitely will vote),Democrat,Cell,Cell Phone only,Female,High school,No,,Caucasian/White,19,Caucasian/White,0.906283,High,West,0.971885204315186,,0.926344121468782,White,Democratic,Allegheny,19,Pennsylvania,October,Pennsylvania October,1,0,0
Unfavorable,Favorable,"Donald Trump, the Republican","Donald Trump, the Republican","Pat Toomey, the Republican",,Almost certain,Ten (definitely will vote),Republican,Landline,Landline only,Female,High school,No,,Caucasian/White,87,Caucasian/White,0.976212,High,Southeast,1.12565398216248,,1.11226545369863,White,Republican,Lancaster,87,Pennsylvania,October,Pennsylvania October,1,1,1
Unfavorable,Favorable,"Donald Trump, the Republican","Donald Trump, the Republican","Pat Toomey, the Republican",,Almost certain,Ten (definitely will vote),Republican,Landline,Landline only,Female,High school,No,,Caucasian/White,81,Caucasian/White,0.982494,High,Southeast,1.12565398216248,,1.11580113285661,White,Republican,Adams,81,Pennsylvania,October,Pennsylvania October,1,1,1
Unfavorable,Favorable,"Donald Trump, the Republican","Donald Trump, the Republican","Pat Toomey, the Republican",,Almost certain,Ten (definitely will vote),Republican,Landline,Landline and Cell Phone,Female,Bachelors' degree,No,,Caucasian/White,55,Caucasian/White,0.989796,High,Philadelphia Suburbs,1.16510462760925,,1.15916026379919,White,Republican,Chester,55,Pennsylvania,October,Pennsylvania October,1,1,1
Unfavorable,Favorable,"Donald Trump, the Republican","Donald Trump, the Republican","Pat Toomey, the Republican",,Very likely,Ten (definitely will vote),Independent (No party),Cell,Cell Phone only,Female,Some college or trade school,No,,Caucasian/White,38,Caucasian/White,0.646281,Middle,Northeast,1.02640044689178,,0.844871777054727,White,Republican,Lackawanna,38,Pennsylvania,October,Pennsylvania October,0,0,0
Unfavorable,Favorable,"Donald Trump, the Republican","Donald Trump, the Republican","Pat Toomey, the Republican",,Almost certain,Ten (definitely will vote),Independent (No party),Landline,Landline only,Female,Some college or trade school,Yes,,Caucasian/White,62,Hispanic/Latino,0.408438,Low,Southeast,0.992336332798004,,0.698822099946678,Hispanic,Republican,Adams,62,Pennsylvania,October,Pennsylvania October,1,0,0
